status,duration,credit_history,purpose,amount,savings,employment_duration,installment_rate,personal_status_sex,other_debtors,present_residence,property,age,other_installment_plans,housing,number_credits,job,people_liable,telephone,foreign_worker,default,amount_per_month,age_group,duration_group,amount_group
0 <= ... < 200 DM,9,critical account/other credits existing,retraining,1136,... >= 1000 DM,... >= 7 years,4,male : single,none,3,unknown/no property,32,none,for free,2,skilled employee/official,2,no,yes,1,126.22222222222223,25-35,short_term,smallmedium
no checking account,9,existing credits paid back duly till now,repairs,1236,... < 100 DM,... < 1 year,1,female : divorced/separated/married,none,4,real estate,23,none,rent,1,skilled employee/official,1,yes,yes,0,137.33333333333334,under_25,short_term,smallmedium
0 <= ... < 200 DM,9,existing credits paid back duly till now,radio/television,959,... < 100 DM,1 <= ... < 4 years,1,female : divorced/separated/married,none,2,car or other,29,none,own,1,skilled employee/official,1,no,no,1,106.55555555555556,25-35,short_term,smallmedium
no checking account,18,critical account/other credits existing,car (used),3229,unknown/no savings account,unemployed,2,male : single,none,4,unknown/no property,38,none,own,1,management/self-employed/highly qualified employee/officer,1,yes,yes,0,179.38888888888889,36-50,medium_term,large
... < 100 DM,12,no credits taken/all credits paid back duly,domestic appliances,6199,... < 100 DM,1 <= ... < 4 years,4,male : single,none,2,building society savings agreement/life insurance,28,none,rent,2,skilled employee/official,1,yes,yes,1,516.5833333333334,25-35,short_term,very_large
no checking account,10,existing credits paid back duly till now,retraining,727,500 <= ... < 1000 DM,... >= 7 years,4,male : single,none,4,unknown/no property,46,none,for free,1,skilled employee/official,1,yes,yes,0,72.7,36-50,short_term,smallmedium
0 <= ... < 200 DM,24,existing credits paid back duly till now,car (new),1246,... < 100 DM,... < 1 year,4,male : single,none,2,real estate,23,stores,own,1,unskilled - resident,1,no,yes,1,51.916666666666664,under_25,medium_term,smallmedium
no checking account,12,critical account/other credits existing,domestic appliances,2331,unknown/no savings account,... >= 7 years,1,male : single,co-applicant,4,real estate,49,none,own,1,skilled employee/official,1,yes,yes,0,194.25,36-50,short_term,large
no checking account,36,delay in paying off in the past,domestic appliances,4463,... < 100 DM,1 <= ... < 4 years,4,male : single,none,2,car or other,26,none,own,2,management/self-employed/highly qualified employee/officer,1,yes,yes,1,123.97222222222223,25-35,long_term,large
no checking account,12,existing credits paid back duly till now,domestic appliances,776,... < 100 DM,1 <= ... < 4 years,4,male : married/widowed,none,2,real estate,28,none,own,1,skilled employee/official,1,no,yes,0,64.66666666666667,25-35,short_term,smallmedium
... < 100 DM,30,existing credits paid back duly till now,radio/television,2406,... < 100 DM,4 <= ... < 7 years,4,female : divorced/separated/married,none,4,real estate,23,none,rent,1,skilled employee/official,1,no,yes,1,80.2,under_25,long_term,large
0 <= ... < 200 DM,18,existing credits paid back duly till now,retraining,1239,unknown/no savings account,1 <= ... < 4 years,4,male : single,none,4,unknown/no property,61,none,for free,1,skilled employee/official,1,no,yes,0,68.83333333333333,over_50,medium_term,smallmedium
... >= 200 DM / salary for at least 1 year,12,existing credits paid back duly till now,domestic appliances,3399,unknown/no savings account,... >= 7 years,2,male : single,none,3,car or other,37,none,own,1,management/self-employed/highly qualified employee/officer,1,no,yes,0,283.25,36-50,short_term,large
... >= 200 DM / salary for at least 1 year,12,delay in paying off in the past,car (new),2247,... < 100 DM,1 <= ... < 4 years,2,female : divorced/separated/married,none,2,car or other,36,stores,own,2,skilled employee/official,1,yes,yes,0,187.25,36-50,short_term,large
no checking account,6,existing credits paid back duly till now,radio/television,1766,... < 100 DM,1 <= ... < 4 years,1,male : married/widowed,none,2,building society savings agreement/life insurance,21,none,rent,1,skilled employee/official,1,no,yes,0,294.3333333333333,under_25,short_term,smallmedium
... < 100 DM,18,existing credits paid back duly till now,radio/television,2473,... < 100 DM,unemployed,4,male : single,none,1,car or other,25,none,own,1,unemployed/unskilled - non-resident,1,no,yes,1,137.38888888888889,under_25,medium_term,large
no checking account,12,existing credits paid back duly till now,others,1542,... < 100 DM,4 <= ... < 7 years,2,male : single,none,4,car or other,36,none,own,1,skilled employee/official,1,yes,yes,0,128.5,36-50,short_term,smallmedium
no checking account,18,critical account/other credits existing,car (used),3850,... < 100 DM,4 <= ... < 7 years,3,male : single,none,1,car or other,27,none,own,2,skilled employee/official,1,no,yes,0,213.88888888888889,25-35,medium_term,large
... < 100 DM,18,existing credits paid back duly till now,radio/television,3650,... < 100 DM,... < 1 year,1,female : divorced/separated/married,none,4,car or other,22,none,rent,1,skilled employee/official,1,no,yes,0,202.77777777777777,under_25,medium_term,large
... < 100 DM,36,existing credits paid back duly till now,radio/television,3446,... < 100 DM,... >= 7 years,4,male : single,none,2,car or other,42,none,own,1,skilled employee/official,2,no,yes,1,95.72222222222223,36-50,long_term,large
0 <= ... < 200 DM,18,existing credits paid back duly till now,radio/television,3001,... < 100 DM,4 <= ... < 7 years,2,female : divorced/separated/married,none,4,real estate,40,none,rent,1,skilled employee/official,1,no,yes,0,166.72222222222223,36-50,medium_term,large
no checking account,36,existing credits paid back duly till now,car (new),3079,unknown/no savings account,1 <= ... < 4 years,4,male : single,none,4,real estate,36,none,own,1,skilled employee/official,1,no,yes,0,85.52777777777777,36-50,long_term,large
no checking account,18,critical account/other credits existing,domestic appliances,6070,... < 100 DM,... >= 7 years,3,male : single,none,4,car or other,33,none,own,2,skilled employee/official,1,yes,yes,0,337.22222222222223,25-35,medium_term,very_large
no checking account,10,critical account/other credits existing,radio/television,2146,... < 100 DM,... < 1 year,1,female : divorced/separated/married,none,3,real estate,23,none,rent,2,skilled employee/official,1,no,yes,0,214.6,under_25,short_term,large
no checking account,60,critical account/other credits existing,car (new),13756,unknown/no savings account,... >= 7 years,2,male : single,none,4,unknown/no property,63,bank,for free,1,management/self-employed/highly qualified employee/officer,1,yes,yes,0,229.26666666666668,over_50,very_long_term,too_much
0 <= ... < 200 DM,60,all credits at this bank paid back duly,furniture/equipment,14782,100 <= ... < 500 DM,... >= 7 years,3,female : divorced/separated/married,none,4,unknown/no property,60,bank,for free,2,management/self-employed/highly qualified employee/officer,1,yes,yes,1,246.36666666666667,over_50,very_long_term,too_much
... < 100 DM,48,all credits at this bank paid back duly,others,7685,... < 100 DM,4 <= ... < 7 years,2,female : divorced/separated/married,guarantor,4,car or other,37,none,rent,1,skilled employee/official,1,no,yes,1,160.10416666666666,36-50,very_long_term,very_large
no checking account,18,delay in paying off in the past,domestic appliances,2320,... < 100 DM,unemployed,2,male : married/widowed,none,3,real estate,34,none,own,2,skilled employee/official,1,no,yes,0,128.88888888888889,25-35,medium_term,large
no checking account,7,delay in paying off in the past,domestic appliances,846,unknown/no savings account,... >= 7 years,3,male : single,none,4,unknown/no property,36,none,for free,1,skilled employee/official,1,no,yes,0,120.85714285714286,36-50,short_term,smallmedium
0 <= ... < 200 DM,36,existing credits paid back duly till now,car (new),14318,... < 100 DM,... >= 7 years,4,male : single,none,2,unknown/no property,57,none,for free,1,management/self-employed/highly qualified employee/officer,1,yes,yes,1,397.72222222222223,over_50,long_term,too_much
no checking account,6,critical account/other credits existing,car (new),362,100 <= ... < 500 DM,1 <= ... < 4 years,4,female : divorced/separated/married,none,4,car or other,52,none,own,2,unskilled - resident,1,no,yes,0,60.333333333333336,over_50,short_term,smallmedium
... < 100 DM,20,existing credits paid back duly till now,radio/television,2212,unknown/no savings account,4 <= ... < 7 years,4,male : single,none,4,car or other,39,none,own,1,skilled employee/official,1,yes,yes,0,110.6,36-50,medium_term,large
0 <= ... < 200 DM,18,existing credits paid back duly till now,car (used),12976,... < 100 DM,unemployed,3,female : divorced/separated/married,none,4,unknown/no property,38,none,for free,1,management/self-employed/highly qualified employee/officer,1,yes,yes,1,720.8888888888889,36-50,medium_term,too_much
no checking account,22,existing credits paid back duly till now,car (new),1283,unknown/no savings account,4 <= ... < 7 years,4,female : divorced/separated/married,none,4,building society savings agreement/life insurance,25,none,rent,1,skilled employee/official,1,no,yes,0,58.31818181818182,under_25,medium_term,smallmedium
... >= 200 DM / salary for at least 1 year,12,existing credits paid back duly till now,car (new),1330,... < 100 DM,... < 1 year,4,male : single,none,1,real estate,26,none,own,1,skilled employee/official,1,no,yes,0,110.83333333333333,25-35,short_term,smallmedium
no checking account,30,delay in paying off in the past,others,4272,100 <= ... < 500 DM,1 <= ... < 4 years,2,male : single,none,2,building society savings agreement/life insurance,26,none,own,2,unskilled - resident,1,no,yes,0,142.4,25-35,long_term,large
no checking account,18,critical account/other credits existing,domestic appliances,2238,... < 100 DM,1 <= ... < 4 years,2,female : divorced/separated/married,none,1,car or other,25,none,own,2,skilled employee/official,1,no,yes,0,124.33333333333333,under_25,medium_term,large
no checking account,18,existing credits paid back duly till now,domestic appliances,1126,unknown/no savings account,... < 1 year,4,female : divorced/separated/married,none,2,real estate,21,none,rent,1,skilled employee/official,1,yes,yes,0,62.55555555555556,under_25,medium_term,smallmedium
0 <= ... < 200 DM,18,critical account/other credits existing,radio/television,7374,... < 100 DM,unemployed,4,male : single,none,4,building society savings agreement/life insurance,40,stores,own,2,management/self-employed/highly qualified employee/officer,1,yes,yes,0,409.6666666666667,36-50,medium_term,very_large
0 <= ... < 200 DM,15,critical account/other credits existing,others,2326,500 <= ... < 1000 DM,1 <= ... < 4 years,2,male : single,none,4,car or other,27,bank,own,1,skilled employee/official,1,no,yes,0,155.06666666666666,25-35,medium_term,large
no checking account,9,existing credits paid back duly till now,others,1449,... < 100 DM,4 <= ... < 7 years,3,female : divorced/separated/married,none,2,car or other,27,none,own,2,skilled employee/official,1,no,yes,0,161.0,25-35,short_term,smallmedium
no checking account,18,existing credits paid back duly till now,car (new),1820,... < 100 DM,1 <= ... < 4 years,2,male : married/widowed,none,2,building society savings agreement/life insurance,30,none,own,1,management/self-employed/highly qualified employee/officer,1,yes,yes,0,101.11111111111111,25-35,medium_term,smallmedium
0 <= ... < 200 DM,12,existing credits paid back duly till now,radio/television,983,... >= 1000 DM,... < 1 year,1,female : divorced/separated/married,none,4,real estate,19,none,rent,1,unskilled - resident,1,no,yes,0,81.91666666666667,under_25,short_term,smallmedium
... < 100 DM,36,existing credits paid back duly till now,car (new),3249,... < 100 DM,4 <= ... < 7 years,2,male : single,none,4,unknown/no property,39,bank,for free,1,management/self-employed/highly qualified employee/officer,2,yes,yes,0,90.25,36-50,long_term,large
... < 100 DM,6,critical account/other credits existing,domestic appliances,1957,... < 100 DM,4 <= ... < 7 years,1,female : divorced/separated/married,none,4,car or other,31,none,own,1,skilled employee/official,1,no,yes,0,326.1666666666667,25-35,short_term,smallmedium
no checking account,9,critical account/other credits existing,radio/television,2406,... < 100 DM,unemployed,2,male : single,none,3,car or other,31,none,own,1,management/self-employed/highly qualified employee/officer,1,no,yes,0,267.3333333333333,25-35,short_term,large
0 <= ... < 200 DM,39,delay in paying off in the past,retraining,11760,100 <= ... < 500 DM,4 <= ... < 7 years,2,male : single,none,3,unknown/no property,32,none,rent,1,skilled employee/official,1,yes,yes,0,301.53846153846155,25-35,very_long_term,too_much
... < 100 DM,12,existing credits paid back duly till now,radio/television,2578,... < 100 DM,unemployed,3,female : divorced/separated/married,none,4,unknown/no property,55,none,for free,1,management/self-employed/highly qualified employee/officer,1,no,yes,0,214.83333333333334,over_50,short_term,large
... < 100 DM,36,critical account/other credits existing,radio/television,2348,... < 100 DM,1 <= ... < 4 years,3,male : married/widowed,none,2,building society savings agreement/life insurance,46,none,own,2,skilled employee/official,1,yes,yes,0,65.22222222222223,36-50,long_term,large
